34222.499906953,3,17429441,100,5779900,-1
34222.499906953,1,17429457,100,5779800,-1
34222.501064513,1,17429500,120,5776900,1
34222.501147422,3,17429457,100,5779800,-1
34222.501147422,1,17429502,100,5779900,-1
34222.502056467,3,17429500,120,5776900,1
34222.50213763,3,17429502,100,5779900,-1
34222.50213763,1,17429525,100,5779800,-1
34222.503351406,1,17429617,120,5776900,1
34222.503441295,3,17429525,100,5779800,-1
34222.503441295,1,17429626,100,5779900,-1
34222.504086186,3,17429617,120,5776900,1
34222.504171047,3,17429626,100,5779900,-1
34222.504171047,1,17429665,100,5779800,-1
34222.50535007,1,17429677,120,5776900,1
34222.505435906,3,17429665,100,5779800,-1
34222.505435906,1,17429685,100,5779900,-1
34222.506478616,3,17429677,120,5776900,1
34222.50655413,3,17429685,100,5779900,-1
34222.50655413,1,17429705,100,5779800,-1
34222.507602843,1,17429729,120,5776900,1
34222.507684402,3,17429705,100,5779800,-1
34222.507684402,1,17429731,100,5779900,-1
34222.50861431,3,17429729,120,5776900,1
34222.508692989,3,17429731,100,5779900,-1
34222.508692989,1,17429755,100,5779800,-1
34222.509737016,1,17429774,120,5776900,1
34222.509815648,3,17429755,100,5779800,-1
34222.509815648,1,17429775,100,5779900,-1
34222.510501622,3,17429774,120,5776900,1
34222.510584224,3,17429775,100,5779900,-1
34222.510584224,1,17429791,100,5779800,-1
34222.79339037,1,17436773,200,5779800,-1
34222.793555904,3,17429791,100,5779800,-1
34222.793555904,5,0,100,5778500,1
34222.79410286,3,17425716,100,5795800,-1
34222.794139562,1,17436793,120,5776900,1
34222.794312412,1,17436797,100,5798800,-1
34222.79512611,3,17436793,120,5776900,1
34222.796576718,1,17436848,120,5776900,1
34222.797627191,3,17436848,120,5776900,1
34222.798905313,1,17436906,120,5776900,1
34222.799615512,3,17436797,100,5798800,-1
34222.799820122,1,17436923,100,5795800,-1
34222.799994124,3,17436906,120,5776900,1
34222.801213998,1,17436975,120,5776900,1
34222.802303021,3,17436975,120,5776900,1
34222.803512765,1,17437100,120,5776900,1
34222.804523254,3,17437100,120,5776900,1
34222.80521508,3,17436923,100,5795800,-1
34222.805408931,1,17437134,100,5798800,-1
34222.805635859,1,17437140,120,5776900,1
34222.806738569,3,17437140,120,5776900,1
34222.807508089,1,17437163,120,5776900,1
34222.808299941,3,17437134,100,5798800,-1
34222.808487446,1,17437170,100,5795800,-1
34222.808640099,3,17437163,120,5776900,1
34222.809764745,1,17437180,120,5776900,1
34222.810732931,3,17437180,120,5776900,1
34222.811654959,3,17437170,100,5795800,-1
34222.811836414,1,17437194,100,5798800,-1
34222.811923766,1,17437197,120,5776900,1
34222.813021383,3,17437197,120,5776900,1
34222.814653497,1,17437234,120,5776900,1
34222.815737033,3,17437234,120,5776900,1
34222.816891794,1,17437267,120,5776900,1
34222.818116857,3,17437267,120,5776900,1
34222.819307742,1,17437319,120,5776900,1
34222.820292491,3,17437319,120,5776900,1
34222.821588408,1,17437374,120,5776900,1
34222.82259362,3,17437374,120,5776900,1
34222.823687397,1,17437416,120,5776900,1
34222.82467343,3,17437416,120,5776900,1
34222.825932034,1,17437465,120,5776900,1
34222.827038013,3,17437465,120,5776900,1
34222.828284568,1,17437541,120,5776900,1
34222.829128603,3,17437541,120,5776900,1
34222.835595515,3,17309581,600,5776600,1
34222.836870745,1,17437777,600,5778000,1
34223.026244175,3,17437194,100,5798800,-1
34223.026440577,1,17442744,100,5795800,-1
34223.026613831,3,17442744,100,5795800,-1
34223.026823347,1,17442761,100,5798800,-1
34223.647338812,4,17350896,10,5779600,-1
34223.68071871,3,17436773,200,5779800,-1
34223.681087941,4,17313565,100,5780700,-1
34223.681338927,1,17461889,75,5780700,-1
34223.681445643,4,17461889,75,5780700,-1
34223.681757032,1,17461930,100,5794400,-1
34223.681818751,3,17442761,100,5798800,-1
34223.681932607,1,17461941,100,5794400,-1
34223.682008155,1,17461951,100,5799500,-1
34223.682709487,3,17461930,100,5794400,-1
34223.682850509,3,17461941,100,5794400,-1
34223.682950178,3,17461951,100,5799500,-1
34223.683183617,1,17462029,100,5795800,-1
34223.713770608,5,0,100,5778500,1
34223.713770608,5,0,50,5778300,1
34224.448191619,1,17480645,200,5779200,1
34225.021027413,5,0,100,5779500,1
34225.669376887,1,17516942,300,5779300,1
34226.466313089,3,17437777,600,5778000,1
34226.583003127,1,17538298,600,5782800,1
34226.583373372,4,17538298,100,5782800,1
34226.585368555,4,17538298,150,5782800,1
34226.844053271,3,15284094,100,5802300,-1
34227.030509323,3,17425290,100,5777000,1
34227.030929578,1,17549203,100,5782800,1
34227.03293785,3,17538309,100,5760100,1
34227.611297106,1,17575633,100,5783100,1
34227.614464327,1,17576887,100,5766100,1
34227.615636987,3,17462029,100,5795800,-1
34227.615908643,1,17577350,100,5799500,-1
34227.625525691,5,0,2,5787900,-1
34227.625536379,3,17577350,100,5799500,-1
34227.62566495,5,0,2,5787900,-1
34227.625751242,1,17579255,100,5804900,-1
34227.625791487,5,0,2,5787900,-1
34227.625912851,5,0,2,5787900,-1
34227.626038965,5,0,2,5787900,-1
34227.626161087,5,0,2,5787900,-1
34227.626283595,5,0,2,5787900,-1
34227.626401978,5,0,2,5787900,-1
34227.62653247,4,17185553,2,5788000,-1
34227.626585868,3,17575633,100,5783100,1
34227.626671762,1,17579487,100,5783900,1
34227.627976057,1,17579715,120,5794800,-1
34227.628142799,1,17579731,100,5794800,-1
34227.63219829,3,17579487,100,5783900,1
34227.641269781,1,17581238,100,5783900,1
34227.642466737,3,17581238,100,5783900,1
34227.642484988,3,17579715,120,5794800,-1
34227.642693692,3,17579731,100,5794800,-1
34227.644070595,1,17581549,100,5783800,1
34227.647561103,3,17581549,100,5783800,1
34227.648374599,1,17582033,100,5794800,-1
34227.648589408,1,17582051,100,5783900,1
34227.650171854,3,17582033,100,5794800,-1
34227.650233056,3,17582051,100,5783900,1
34227.650283827,1,17582212,100,5794900,-1
34227.651560764,3,17582212,100,5794900,-1
34227.651632851,1,17582366,120,5794800,-1
34227.651694643,1,17582374,100,5783900,1
34227.65277775,3,17582366,120,5794800,-1
34227.652835224,3,17582374,100,5783900,1
34227.652999438,1,17582542,100,5794900,-1
34227.653161961,1,17582562,100,5794900,-1
34227.654038724,3,17582542,100,5794900,-1
34227.654069909,1,17582644,100,5783800,1
34227.654071237,1,17582645,2,5799300,-1
34227.65419539,3,17582562,100,5794900,-1
34227.655297571,3,17582644,100,5783800,1
34227.655387983,1,17582785,100,5794900,-1
34227.656597624,3,17582785,100,5794900,-1
34227.656746934,1,17582911,120,5794800,-1
34227.656779339,1,17582915,100,5783900,1
34227.657615827,3,17582911,120,5794800,-1
34227.657634471,3,17582915,100,5783900,1
